iata,name,city,state,country,latitude,longitude,lineage
Z29334,3rd Party-Duncan-SC,Duncan,SC,USA,34.9151,-82.1332,0
Z29340,3rd Party-Gaffney-SC,Gaffney,SC,USA,35.0365,-81.625,0
Z29403,3rd Party-Charleston-SC,Charleston,SC,USA,32.7993,-79.9481,0
Z29406,3rd Party-Charleston-SC,Charleston,SC,USA,32.9188,-80.0228,0
Z29418,3rd Party-North Charleston-SC,North Charleston,SC,USA,32.8795,-80.0591,0
Z29464,3rd Party-Mount Pleasant-SC,Mount Pleasant,SC,USA,32.8135,-79.859,0
Z29483,3rd Party-Summerville-SC,Summerville,SC,USA,33.0346,-80.186,0
Z29501,3rd Party-Florence-SC,Florence,SC,USA,34.1957,-79.8098,0
Z29506,3rd Party-Florence-SC,Florence,SC,USA,34.2013,-79.7172,0
Z29577,3rd Party-Myrtle Beach-SC,Myrtle Beach,SC,USA,33.6981,-78.896,0
Z29585,3rd Party-Pawleys Island-SC,Pawleys Island,SC,USA,33.4673,-79.1301,0
Z29591,3rd Party-Scranton-SC,Scranton,SC,USA,33.9279,-79.7643,0
Z29601,3rd Party-Greenville-SC,Greenville,SC,USA,34.8483,-82.4058,0
Z29605,3rd Party-Greenville-SC,Greenville,SC,USA,34.798,-82.3929,0
Z29607,3rd Party-Greenville-SC,Greenville,SC,USA,34.8256,-82.341,0
Z29608,3rd Party-Greenville-SC,Greenville,SC,USA,34.8497,-82.4538,0
Z29609,3rd Party-Greenville-SC,Greenville,SC,USA,34.8892,-82.3936,0
Z29615,3rd Party-Greenville-SC,Greenville,SC,USA,34.8668,-82.3174,0
Z29621,3rd Party-Anderson-SC,Anderson,SC,USA,34.5237,-82.6251,0
Z29631,3rd Party-Clemson-SC,Clemson,SC,USA,34.6813,-82.8218,0
Z29649,3rd Party-Greenwood-SC,Greenwood,SC,USA,34.2259,-82.1561,0
Z29650,3rd Party-Greer-SC,Greer,SC,USA,34.9115,-82.2518,0
Z29662,3rd Party-Mauldin-SC,Mauldin,SC,USA,34.7747,-82.3043,0
Z29673,3rd Party-Piedmont-SC,Piedmont,SC,USA,34.7232,-82.4565,0
Z29680,3rd Party-Simpsonville-SC,Simpsonville,SC,USA,34.7099,-82.2839,0
Z29715,3rd Party-Fort Mill-SC,Fort Mill,SC,USA,35.0084,-80.9164,0
Z29728,3rd Party-Pageland-SC,Pageland,SC,USA,34.7693,-80.3994,0
Z29730,3rd Party-Rock Hill-SC,Rock Hill,SC,USA,34.9146,-81.0125,0
Z29732,3rd Party-Rock Hill-SC,Rock Hill,SC,USA,34.9694,-81.0509,0
Z29828,3rd Party-Gloverville-SC,Gloverville,SC,USA,33.5232,-81.8279,0
Z29910,3rd Party-Bluffton-SC,Bluffton,SC,USA,32.2413,-80.874,0
Z29936,3rd Party-Ridgeland-SC,Ridgeland,SC,USA,32.4939,-80.9746,0
Z30004,3rd Party-Alpharetta-GA,Alpharetta,GA,USA,34.1192,-84.3029,0
Z30012,3rd Party-Conyers-GA,Conyers,GA,USA,33.6967,-84.0173,0
Z30014,3rd Party-Covington-GA,Covington,GA,USA,33.5814,-83.851,0
Z30019,3rd Party-Dacula-GA,Dacula,GA,USA,33.9817,-83.883,0
Z30024,3rd Party-Suwanee-GA,Suwanee,GA,USA,34.0527,-84.0749,0
Z30025,3rd Party-Social Circle-GA,Social Circle,GA,USA,33.6507,-83.7078,0
Z30030,3rd Party-Decatur-GA,Decatur,GA,USA,33.7717,-84.2941,0
Z30031,3rd Party-Decatur-GA,Decatur,GA,USA,33.8913,-84.0746,0
Z30035,3rd Party-Decatur-GA,Decatur,GA,USA,33.7257,-84.2111,0
Z30040,3rd Party-Cumming-GA,Cumming,GA,USA,34.2354,-84.1744,0
Z30043,3rd Party-Lawrenceville-GA,Lawrenceville,GA,USA,34.0012,-84.0149,0
Z30045,3rd Party-Lawrenceville-GA,Lawrenceville,GA,USA,33.9491,-83.9856,0
Z30062,3rd Party-Marietta-GA,Marietta,GA,USA,33.9961,-84.4746,0
Z30066,3rd Party-Marietta-GA,Marietta,GA,USA,34.0275,-84.5147,0
Z30071,3rd Party-Norcross-GA,Norcross,GA,USA,33.9408,-84.2062,0
Z30076,3rd Party-Roswell-GA,Roswell,GA,USA,34.0325,-84.3177,0
Z30084,3rd Party-Tucker-GA,Tucker,GA,USA,33.8539,-84.2204,0
Z30096,3rd Party-Duluth-GA,Duluth,GA,USA,33.9794,-84.1512,0
Z30114,3rd Party-Canton-GA,Canton,GA,USA,34.2285,-84.504,0
Z30117,3rd Party-Carrollton-GA,Carrollton,GA,USA,33.5885,-85.1062,0
Z30121,3rd Party-Cartersville-GA,Cartersville,GA,USA,34.2003,-84.7753,0
Z30122,3rd Party-Lithia Springs-GA,Lithia Springs,GA,USA,33.7761,-84.6448,0
Z30126,3rd Party-Mableton-GA,Mableton,GA,USA,33.8177,-84.5609,0
Z30134,3rd Party-Douglasville-GA,Douglasville,GA,USA,33.7696,-84.7497,0
Z30144,3rd Party-Kennesaw-GA,Kennesaw,GA,USA,34.0389,-84.5971,0
Z30153,3rd Party-Rockmart-GA,Rockmart,GA,USA,33.9875,-85.0551,0
Z30168,3rd Party-Austell-GA,Austell,GA,USA,33.7975,-84.6062,0
Z30180,3rd Party-Villa Rica-GA,Villa Rica,GA,USA,33.7181,-84.9236,0
Z30189,3rd Party-Woodstock-GA,Woodstock,GA,USA,34.1176,-84.5718,0
Z30213,3rd Party-Fairburn-GA,Fairburn,GA,USA,33.5657,-84.5932,0
Z30233,3rd Party-Jackson-GA,Jackson,GA,USA,33.2945,-83.9757,0
Z30240,3rd Party-Lagrange-GA,Lagrange,GA,USA,33.0298,-85.0745,0
Z30241,3rd Party-Lagrange-GA,Lagrange,GA,USA,33.0367,-84.989,0
Z30253,3rd Party-Mcdonough-GA,Mcdonough,GA,USA,33.455,-84.1721,0
Z30265,3rd Party-Newnan-GA,Newnan,GA,USA,33.4009,-84.7121,0
Z30294,3rd Party-Ellenwood-GA,Ellenwood,GA,USA,33.6397,-84.2682,0
Z30297,3rd Party-Forest Park-GA,Forest Park,GA,USA,33.6154,-84.367,0
Z30303,3rd Party-Atlanta-GA,Atlanta,GA,USA,33.7529,-84.3901,0
Z30307,3rd Party-Atlanta-GA,Atlanta,GA,USA,33.7682,-84.3379,0
Z30310,3rd Party-Atlanta-GA,Atlanta,GA,USA,33.7278,-84.4198,0
Z30316,3rd Party-Atlanta-GA,Atlanta,GA,USA,33.7295,-84.3409,0
Z30318,3rd Party-Atlanta-GA,Atlanta,GA,USA,33.7868,-84.437,0
Z30320,3rd Party-Atlanta-GA,Atlanta,GA,USA,33.6568,-84.4236,0
Z30326,3rd Party-Atlanta-GA,Atlanta,GA,USA,33.8499,-84.3606,0
Z30328,3rd Party-Atlanta-GA,Atlanta,GA,USA,33.9317,-84.3782,0
Z30332,3rd Party-Atlanta-GA,Atlanta,GA,USA,33.7763,-84.398,0
Z30336,3rd Party-Atlanta-GA,Atlanta,GA,USA,33.744,-84.5603,0
Z30337,3rd Party-Atlanta-GA,Atlanta,GA,USA,33.647,-84.4538,0
Z30339,3rd Party-Atlanta-GA,Atlanta,GA,USA,33.8751,-84.4661,0
Z30340,3rd Party-Atlanta-GA,Atlanta,GA,USA,33.8994,-84.2537,0
Z30341,3rd Party-Atlanta-GA,Atlanta,GA,USA,33.8881,-84.2932,0
Z30342,3rd Party-Atlanta-GA,Atlanta,GA,USA,33.879,-84.372,0
Z30344,3rd Party-Atlanta-GA,Atlanta,GA,USA,33.6763,-84.4498,0
Z30348,3rd Party-Atlanta-GA,Atlanta,GA,USA,33.8444,-84.4741,0
Z30349,3rd Party-Atlanta-GA,Atlanta,GA,USA,33.6154,-84.4903,0
Z30354,3rd Party-Atlanta-GA,Atlanta,GA,USA,33.6588,-84.3968,0
Z30442,3rd Party-Millen-GA,Millen,GA,USA,32.8024,-81.9838,0
Z30458,3rd Party-Statesboro-GA,Statesboro,GA,USA,32.4231,-81.8068,0
Z30459,3rd Party-Statesboro-GA,Statesboro,GA,USA,32.447,-81.7777,0
Z30474,3rd Party-Vidalia-GA,Vidalia,GA,USA,32.2202,-82.4149,0
Z30501,3rd Party-Gainesville-GA,Gainesville,GA,USA,34.3066,-83.8235,0
Z30507,3rd Party-Gainesville-GA,Gainesville,GA,USA,34.2537,-83.7735,0
Z30512,3rd Party-Blairsville-GA,Blairsville,GA,USA,34.8756,-84.0042,0
Z30517,3rd Party-Braselton-GA,Braselton,GA,USA,34.122,-83.786,0
Z30519,3rd Party-Buford-GA,Buford,GA,USA,34.0894,-83.947,0
Z30549,3rd Party-Jefferson-GA,Jefferson,GA,USA,34.1126,-83.5825,0
Z30554,3rd Party-Lula-GA,Lula,GA,USA,34.3917,-83.6598,0
Z30566,3rd Party-Oakwood-GA,Oakwood,GA,USA,34.2366,-83.8912,0
Z30567,3rd Party-Pendergrass-GA,Pendergrass,GA,USA,34.1673,-83.6854,0
Z30601,3rd Party-Athens-GA,Athens,GA,USA,33.979,-83.3642,0
Z30603,3rd Party-Athens-GA,Athens,GA,USA,33.9476,-83.4089,0
Z30635,3rd Party-Elberton-GA,Elberton,GA,USA,34.12,-82.825,0
Z30655,3rd Party-Monroe-GA,Monroe,GA,USA,33.786,-83.699,0
Z30656,3rd Party-Monroe-GA,Monroe,GA,USA,33.8574,-83.719,0
Z30720,3rd Party-Dalton-GA,Dalton,GA,USA,34.7661,-84.9865,0
Z30904,3rd Party-Augusta-GA,Augusta,GA,USA,33.4741,-82.0102,0
Z30906,3rd Party-Augusta-GA,Augusta,GA,USA,33.3871,-82.0124,0
Z30909,3rd Party-Augusta-GA,Augusta,GA,USA,33.4759,-82.0697,0
Z31015,3rd Party-Cordele-GA,Cordele,GA,USA,31.9509,-83.7781,0
Z31201,3rd Party-Macon-GA,Macon,GA,USA,32.8308,-83.6353,0
Z31216,3rd Party-Macon-GA,Macon,GA,USA,32.7306,-83.6793,0
Z31217,3rd Party-Macon-GA,Macon,GA,USA,32.839,-83.5675,0
Z31322,3rd Party-Pooler-GA,Pooler,GA,USA,32.1104,-81.2457,0
Z31326,3rd Party-Rincon-GA,Rincon,GA,USA,32.2931,-81.2301,0
Z31405,3rd Party-Savannah-GA,Savannah,GA,USA,32.0431,-81.1218,0
Z31408,3rd Party-Savannah-GA,Savannah,GA,USA,32.1067,-81.1692,0
Z31412,3rd Party-Savannah-GA,Savannah,GA,USA,31.9714,-81.0716,0
Z31501,3rd Party-Waycross-GA,Waycross,GA,USA,31.2201,-82.3513,0
Z31510,3rd Party-Alma-GA,Alma,GA,USA,31.5515,-82.4462,0
Z31520,3rd Party-Brunswick-GA,Brunswick,GA,USA,31.1668,-81.4921,0
Z31522,3rd Party-Saint Simons Island-GA,Saint Simons Island,GA,USA,31.1765,-81.3802,0
Z31533,3rd Party-Douglas-GA,Douglas,GA,USA,31.522,-82.8415,0
Z31537,3rd Party-Folkston-GA,Folkston,GA,USA,30.8609,-82.0219,0
Z31542,3rd Party-Hoboken-GA,Hoboken,GA,USA,31.1747,-82.1381,0
Z31599,3rd Party-Jesup-GA,Jesup,GA,USA,31.5782,-81.8802,0
Z31601,3rd Party-Valdosta-GA,Valdosta,GA,USA,30.8073,-83.2866,0
Z31602,3rd Party-Valdosta-GA,Valdosta,GA,USA,30.8666,-83.3008,0
Z31709,3rd Party-Americus-GA,Americus,GA,USA,32.0716,-84.2194,0
Z31728,3rd Party-Cairo-GA,Cairo,GA,USA,30.8704,-84.2134,0
Z31763,3rd Party-Leesburg-GA,Leesburg,GA,USA,31.7145,-84.1693,0
Z31792,3rd Party-Thomasville-GA,Thomasville,GA,USA,30.8177,-83.9892,0
Z31794,3rd Party-Tifton-GA,Tifton,GA,USA,31.4597,-83.5108,0
Z31820,3rd Party-Midland-GA,Midland,GA,USA,32.5662,-84.8412,0
Z32033,3rd Party-Elkton-FL,Elkton,FL,USA,29.7878,-81.4467,0
Z32043,3rd Party-Green Cove Springs-FL,Green Cove Springs,FL,USA,29.9729,-81.7219,0
Z32055,3rd Party-Lake City-FL,Lake City,FL,USA,30.2161,-82.6396,0
Z32063,3rd Party-Macclenny-FL,Macclenny,FL,USA,30.2677,-82.1246,0
Z32073,3rd Party-Orange Park-FL,Orange Park,FL,USA,30.161,-81.7292,0
Z32082,3rd Party-Ponte Vedra Beach-FL,Ponte Vedra Beach,FL,USA,30.1899,-81.3821,0
Z32124,3rd Party-Daytona Beach-FL,Daytona Beach,FL,USA,29.1055,-81.0864,0
Z32128,3rd Party-Port Orange-FL,Port Orange,FL,USA,29.0803,-81.046,0
Z32129,3rd Party-Port Orange-FL,Port Orange,FL,USA,29.0227,-81.1722,0
Z32164,3rd Party-Palm Coast-FL,Palm Coast,FL,USA,29.4996,-81.2233,0
Z32176,3rd Party-Ormond Beach-FL,Ormond Beach,FL,USA,29.3166,-81.0561,0
Z32203,3rd Party-Jacksonville-FL,Jacksonville,FL,USA,30.3228,-81.547,0
Z32204,3rd Party-Jacksonville-FL,Jacksonville,FL,USA,30.3238,-81.6817,0
Z32205,3rd Party-Jacksonville-FL,Jacksonville,FL,USA,30.3074,-81.7204,0
Z32206,3rd Party-Jacksonville-FL,Jacksonville,FL,USA,30.351,-81.6466,0
Z32207,3rd Party-Jacksonville-FL,Jacksonville,FL,USA,30.2944,-81.6374,0
Z32208,3rd Party-Jacksonville-FL,Jacksonville,FL,USA,30.3929,-81.6793,0
Z32209,3rd Party-Jacksonville-FL,Jacksonville,FL,USA,30.3546,-81.6911,0
Z32216,3rd Party-Jacksonville-FL,Jacksonville,FL,USA,30.2837,-81.5836,0
Z32218,3rd Party-Jacksonville-FL,Jacksonville,FL,USA,30.4491,-81.6565,0
Z32219,3rd Party-Jacksonville-FL,Jacksonville,FL,USA,30.4116,-81.7665,0
Z32220,3rd Party-Jacksonville-FL,Jacksonville,FL,USA,30.3296,-81.8086,0
Z32225,3rd Party-Jacksonville-FL,Jacksonville,FL,USA,30.3486,-81.4996,0
Z32226,3rd Party-Jacksonville-FL,Jacksonville,FL,USA,30.4534,-81.5255,0
Z32231,3rd Party-Jacksonville-FL,Jacksonville,FL,USA,30.3449,-81.6831,0
Z32234,3rd Party-Jacksonville-FL,Jacksonville,FL,USA,30.2265,-81.9836,0
Z32254,3rd Party-Jacksonville-FL,Jacksonville,FL,USA,30.336,-81.7251,0
Z32256,3rd Party-Jacksonville-FL,Jacksonville,FL,USA,30.2069,-81.546,0
Z32257,3rd Party-Jacksonville-FL,Jacksonville,FL,USA,30.1924,-81.606,0
Z32301,3rd Party-Tallahassee-FL,Tallahassee,FL,USA,30.4313,-84.269,0
Z32303,3rd Party-Tallahassee-FL,Tallahassee,FL,USA,30.4861,-84.3153,0
Z32351,3rd Party-Quincy-FL,Quincy,FL,USA,30.5736,-84.6147,0
Z32353,3rd Party-Quincy-FL,Quincy,FL,USA,30.5497,-84.6069,0
Z32438,3rd Party-Fountain-FL,Fountain,FL,USA,30.489,-85.4167,0
Z32439,3rd Party-Freeport-FL,Freeport,FL,USA,30.4828,-86.1675,0
Z32466,3rd Party-Youngstown-FL,Youngstown,FL,USA,30.3738,-85.5289,0
Z32503,3rd Party-Pensacola-FL,Pensacola,FL,USA,30.448,-87.2073,0
Z32505,3rd Party-Pensacola-FL,Pensacola,FL,USA,30.442,-87.2547,0
Z32522,3rd Party-Pensacola-FL,Pensacola,FL,USA,30.6143,-87.2758,0
Z32564,3rd Party-Holt-FL,Holt,FL,USA,30.7174,-86.7708,0
Z32569,3rd Party-Mary Esther-FL,Mary Esther,FL,USA,30.4099,-86.715,0
Z32583,3rd Party-Milton-FL,Milton,FL,USA,30.5815,-87.0018,0
Z32609,3rd Party-Gainesville-FL,Gainesville,FL,USA,29.7139,-82.2959,0
Z32615,3rd Party-Alachua-FL,Alachua,FL,USA,29.8019,-82.4887,0
Z32643,3rd Party-High Springs-FL,High Springs,FL,USA,29.8236,-82.6041,0
Z32701,3rd Party-Altamonte Springs-FL,Altamonte Springs,FL,USA,28.6662,-81.368,0
Z32703,3rd Party-Apopka-FL,Apopka,FL,USA,28.6584,-81.5032,0
Z32707,3rd Party-Casselberry-FL,Casselberry,FL,USA,28.6651,-81.3177,0
Z32714,3rd Party-Altamonte Springs-FL,Altamonte Springs,FL,USA,28.6639,-81.4111,0
Z32750,3rd Party-Longwood-FL,Longwood,FL,USA,28.7037,-81.3538,0
Z32751,3rd Party-Maitland-FL,Maitland,FL,USA,28.6284,-81.3594,0
Z32774,3rd Party-Orange City-FL,Orange City,FL,USA,29.0227,-81.1722,0
Z32779,3rd Party-Longwood-FL,Longwood,FL,USA,28.7049,-81.4171,0
Z32792,3rd Party-Winter Park-FL,Winter Park,FL,USA,28.6071,-81.3061,0
Z32804,3rd Party-Orlando-FL,Orlando,FL,USA,28.5777,-81.3931,0
Z32805,3rd Party-Orlando-FL,Orlando,FL,USA,28.5303,-81.4009,0
Z32808,3rd Party-Orlando-FL,Orlando,FL,USA,28.576,-81.4437,0
Z32809,3rd Party-Orlando-FL,Orlando,FL,USA,28.4635,-81.3881,0
Z32810,3rd Party-Orlando-FL,Orlando,FL,USA,28.6194,-81.4269,0
Z32819,3rd Party-Orlando-FL,Orlando,FL,USA,28.4635,-81.4751,0
Z32822,3rd Party-Orlando-FL,Orlando,FL,USA,28.4949,-81.2895,0
Z32824,3rd Party-Orlando-FL,Orlando,FL,USA,28.4109,-81.359,0
Z32827,3rd Party-Orlando-FL,Orlando,FL,USA,28.4252,-81.3035,0
Z32830,3rd Party-Orlando-FL,Orlando,FL,USA,28.3855,-81.5059,0
Z32836,3rd Party-Orlando-FL,Orlando,FL,USA,28.4012,-81.5249,0
Z32837,3rd Party-Orlando-FL,Orlando,FL,USA,28.3859,-81.4118,0
Z32839,3rd Party-Orlando-FL,Orlando,FL,USA,28.4898,-81.4062,0
Z32858,3rd Party-Orlando-FL,Orlando,FL,USA,28.5663,-81.2608,0
Z32927,3rd Party-Cocoa-FL,Cocoa,FL,USA,28.4712,-80.7989,0
Z33010,3rd Party-Hialeah-FL,Hialeah,FL,USA,25.8324,-80.2787,0
Z33014,3rd Party-Hialeah-FL,Hialeah,FL,USA,25.9022,-80.3073,0
Z33020,3rd Party-Hollywood-FL,Hollywood,FL,USA,26.017,-80.1492,0
Z33027,3rd Party-Hollywood-FL,Hollywood,FL,USA,25.9814,-80.3449,0
Z33033,3rd Party-Homestead-FL,Homestead,FL,USA,25.488,-80.4269,0
Z33054,3rd Party-Opa Locka-FL,Opa Locka,FL,USA,25.909,-80.2495,0
Z33063,3rd Party-Pompano Beach-FL,Pompano Beach,FL,USA,26.2519,-80.2102,0
Z33064,3rd Party-Pompano Beach-FL,Pompano Beach,FL,USA,26.2791,-80.1132,0
Z33065,3rd Party-Pompano Beach-FL,Pompano Beach,FL,USA,26.2726,-80.2559,0
Z33069,3rd Party-Pompano Beach-FL,Pompano Beach,FL,USA,26.2288,-80.1582,0
Z33073,3rd Party-Pompano Beach-FL,Pompano Beach,FL,USA,26.3054,-80.1829,0
Z33122,3rd Party-Miami-FL,Miami,FL,USA,25.8,-80.3177,0
Z33126,3rd Party-Miami-FL,Miami,FL,USA,25.778,-80.2972,0
Z33127,3rd Party-Miami-FL,Miami,FL,USA,25.8138,-80.2058,0
Z33128,3rd Party-Miami-FL,Miami,FL,USA,25.7771,-80.2022,0
Z33129,3rd Party-Miami-FL,Miami,FL,USA,25.7572,-80.2066,0
Z33131,3rd Party-Miami-FL,Miami,FL,USA,25.7674,-80.1893,0
Z33132,3rd Party-Miami-FL,Miami,FL,USA,25.7843,-80.1875,0
Z33134,3rd Party-Miami-FL,Miami,FL,USA,25.7539,-80.2703,0
Z33138,3rd Party-Miami-FL,Miami,FL,USA,25.8532,-80.1862,0
Z33139,3rd Party-Miami Beach-FL,Miami Beach,FL,USA,25.7843,-80.1413,0
Z33142,3rd Party-Miami-FL,Miami,FL,USA,25.8126,-80.2369,0
Z33143,3rd Party-Miami-FL,Miami,FL,USA,25.7029,-80.2964,0
Z33147,3rd Party-Miami-FL,Miami,FL,USA,25.8501,-80.2377,0
Z33150,3rd Party-Miami-FL,Miami,FL,USA,25.852,-80.2057,0
Z33152,3rd Party-Miami-FL,Miami,FL,USA,25.7955,-80.3129,0
Z33155,3rd Party-Miami-FL,Miami,FL,USA,25.739,-80.3068,0
Z33162,3rd Party-Miami-FL,Miami,FL,USA,25.9296,-80.1784,0
Z33165,3rd Party-Miami-FL,Miami,FL,USA,25.7348,-80.3583,0
Z33166,3rd Party-Miami-FL,Miami,FL,USA,25.8247,-80.3048,0
Z33167,3rd Party-Miami-FL,Miami,FL,USA,25.8857,-80.2326,0
Z33172,3rd Party-Miami-FL,Miami,FL,USA,25.7866,-80.3615,0
Z33174,3rd Party-Miami-FL,Miami,FL,USA,25.763,-80.3592,0
Z33176,3rd Party-Miami-FL,Miami,FL,USA,25.6534,-80.36,0
Z33178,3rd Party-Miami-FL,Miami,FL,USA,25.8377,-80.3695,0
Z33179,3rd Party-Miami-FL,Miami,FL,USA,25.9587,-80.1794,0
Z33186,3rd Party-Miami-FL,Miami,FL,USA,25.6623,-80.4095,0
Z33194,3rd Party-Miami-FL,Miami,FL,USA,25.7455,-80.4651,0
Z33305,3rd Party-Fort Lauderdale-FL,Fort Lauderdale,FL,USA,26.1537,-80.1261,0
Z33307,3rd Party-Fort Lauderdale-FL,Fort Lauderdale,FL,USA,26.1457,-80.4483,0
Z33309,3rd Party-Fort Lauderdale-FL,Fort Lauderdale,FL,USA,26.1855,-80.1722,0
Z33311,3rd Party-Fort Lauderdale-FL,Fort Lauderdale,FL,USA,26.1388,-80.1686,0
Z33312,3rd Party-Fort Lauderdale-FL,Fort Lauderdale,FL,USA,26.0947,-80.1799,0
Z33314,3rd Party-Fort Lauderdale-FL,Fort Lauderdale,FL,USA,26.068,-80.2202,0
Z33316,3rd Party-Fort Lauderdale-FL,Fort Lauderdale,FL,USA,26.1011,-80.1293,0
Z33317,3rd Party-Fort Lauderdale-FL,Fort Lauderdale,FL,USA,26.1137,-80.2238,0
Z33331,3rd Party-Fort Lauderdale-FL,Fort Lauderdale,FL,USA,26.0561,-80.3637,0
Z33404,3rd Party-West Palm Beach-FL,West Palm Beach,FL,USA,26.7821,-80.0653,0
Z33407,3rd Party-West Palm Beach-FL,West Palm Beach,FL,USA,26.751,-80.073,0
Z33431,3rd Party-Boca Raton-FL,Boca Raton,FL,USA,26.3813,-80.0962,0
Z33435,3rd Party-Boynton Beach-FL,Boynton Beach,FL,USA,26.5245,-80.0632,0
Z33441,3rd Party-Deerfield Beach-FL,Deerfield Beach,FL,USA,26.3097,-80.0954,0
Z33442,3rd Party-Deerfield Beach-FL,Deerfield Beach,FL,USA,26.3098,-80.1455,0
Z33445,3rd Party-Delray Beach-FL,Delray Beach,FL,USA,26.4596,-80.1058,0
Z33446,3rd Party-Delray Beach-FL,Delray Beach,FL,USA,26.4525,-80.1651,0
Z33463,3rd Party-Lake Worth-FL,Lake Worth,FL,USA,26.6092,-80.1287,0
Z33487,3rd Party-Boca Raton-FL,Boca Raton,FL,USA,26.41,-80.0884,0
Z33493,3rd Party-South Bay-FL,South Bay,FL,USA,26.6631,-80.7183,0
Z33525,3rd Party-Dade City-FL,Dade City,FL,USA,28.3469,-82.2029,0
Z33527,3rd Party-Dover-FL,Dover,FL,USA,27.9871,-82.2136,0
Z33549,3rd Party-Lutz-FL,Lutz,FL,USA,28.1427,-82.4663,0
Z33556,3rd Party-Odessa-FL,Odessa,FL,USA,28.1434,-82.5905,0
Z33563,3rd Party-Plant City-FL,Plant City,FL,USA,28.017,-82.1286,0
Z33564,3rd Party-Plant City-FL,Plant City,FL,USA,28.0296,-82.1347,0
Z33566,3rd Party-Plant City-FL,Plant City,FL,USA,28.0138,-82.1169,0
Z33568,3rd Party-Riverview-FL,Riverview,FL,USA,27.872,-82.4388,0
Z33573,3rd Party-Sun City Center-FL,Sun City Center,FL,USA,27.7134,-82.3596,0
Z33578,3rd Party-St. Leo-FL,St. Leo,FL,USA,28.3312,-82.2529,0
Z33605,3rd Party-Tampa-FL,Tampa,FL,USA,27.9638,-82.4319,0
Z33607,3rd Party-Tampa-FL,Tampa,FL,USA,27.9638,-82.4954,0
Z33610,3rd Party-Tampa-FL,Tampa,FL,USA,27.9935,-82.4091,0
Z33611,3rd Party-Tampa-FL,Tampa,FL,USA,27.8912,-82.5058,0
Z33617,3rd Party-Tampa-FL,Tampa,FL,USA,28.0391,-82.3937,0
Z33619,3rd Party-Tampa-FL,Tampa,FL,USA,27.9461,-82.3753,0
Z33635,3rd Party-Tampa-FL,Tampa,FL,USA,28.0311,-82.6059,0
Z33637,3rd Party-Tampa-FL,Tampa,FL,USA,28.0383,-82.3629,0
Z33701,3rd Party-Saint Petersburg-FL,Saint Petersburg,FL,USA,27.771,-82.6393,0
Z33702,3rd Party-Saint Petersburg-FL,Saint Petersburg,FL,USA,27.8431,-82.6449,0
Z33705,3rd Party-Saint Petersburg-FL,Saint Petersburg,FL,USA,27.7413,-82.6435,0
Z33711,3rd Party-Saint Petersburg-FL,Saint Petersburg,FL,USA,27.7507,-82.6882,0
Z33716,3rd Party-Saint Petersburg-FL,Saint Petersburg,FL,USA,27.8743,-82.6451,0
Z33755,3rd Party-Clearwater-FL,Clearwater,FL,USA,27.9791,-82.7817,0
Z33773,3rd Party-Largo-FL,Largo,FL,USA,27.8832,-82.7563,0
Z33801,3rd Party-Lakeland-FL,Lakeland,FL,USA,28.0412,-81.9239,0
Z33802,3rd Party-Lakeland-FL,Lakeland,FL,USA,28.021,-81.9852,0
Z33803,3rd Party-Lakeland-FL,Lakeland,FL,USA,28.015,-81.9521,0
Z33810,3rd Party-Lakeland-FL,Lakeland,FL,USA,28.1068,-82.0103,0
Z33811,3rd Party-Lakeland-FL,Lakeland,FL,USA,27.9783,-82.0084,0
Z33813,3rd Party-Lakeland-FL,Lakeland,FL,USA,27.9655,-81.9221,0
Z33815,3rd Party-Lakeland-FL,Lakeland,FL,USA,28.0429,-81.9849,0
Z33823,3rd Party-Auburndale-FL,Auburndale,FL,USA,28.0689,-81.8027,0
Z33830,3rd Party-Bartow-FL,Bartow,FL,USA,27.895,-81.8264,0
Z33844,3rd Party-Haines City-FL,Haines City,FL,USA,28.1015,-81.6235,0
Z33845,3rd Party-Haines City-FL,Haines City,FL,USA,28.0026,-81.6186,0
Z33880,3rd Party-Winter Haven-FL,Winter Haven,FL,USA,27.9973,-81.7455,0
Z33881,3rd Party-Winter Haven-FL,Winter Haven,FL,USA,28.052,-81.7246,0
Z33883,3rd Party-Winter Haven-FL,Winter Haven,FL,USA,28.0026,-81.6186,0
Z33905,3rd Party-Fort Myers-FL,Fort Myers,FL,USA,26.6804,-81.7481,0
Z33912,3rd Party-Fort Myers-FL,Fort Myers,FL,USA,26.5016,-81.8284,0
Z33914,3rd Party-Cape Coral-FL,Cape Coral,FL,USA,26.5799,-82.0023,0
Z33991,3rd Party-Cape Coral-FL,Cape Coral,FL,USA,26.6343,-82.0067,0
Z34110,3rd Party-Naples-FL,Naples,FL,USA,26.2883,-81.7873,0
Z34207,3rd Party-Bradenton-FL,Bradenton,FL,USA,27.4387,-82.5765,0
Z34208,3rd Party-Bradenton-FL,Bradenton,FL,USA,27.4864,-82.535,0
Z34221,3rd Party-Palmetto-FL,Palmetto,FL,USA,27.5493,-82.5598,0
Z34232,3rd Party-Sarasota-FL,Sarasota,FL,USA,27.3213,-82.4765,0
Z34238,3rd Party-Sarasota-FL,Sarasota,FL,USA,27.2406,-82.4784,0
Z34265,3rd Party-Arcadia-FL,Arcadia,FL,USA,27.1861,-81.8099,0
Z34474,3rd Party-Ocala-FL,Ocala,FL,USA,29.1662,-82.1703,0
